name	ensembl_id	chromosome	position	length	source	type
DNTT	ENSG00000107447	10	96304395	34168	ensembl_havana	protein_coding
DNTTIP1	ENSG00000101457	20	45791936	19490	ensembl_havana	protein_coding
DNTTIP2	ENSG00000067334	1	-93879918	13635	ensembl_havana	protein_coding
DOC2A	ENSG00000149927	16	-30023270	17761	ensembl_havana	protein_coding
DOC2B	ENSG00000272636	17	-181636	38847	ensembl_havana	protein_coding
DOCK1	ENSG00000150760	10	126905408	547108	ensembl_havana	protein_coding
DOCK10	ENSG00000135905	2	-225042445	277355	ensembl_havana	protein_coding
DOCK11	ENSG00000147251	X	118495897	190265	ensembl_havana	protein_coding
DOCK2	ENSG00000134516	5	169637246	446135	ensembl_havana	protein_coding
DOCK3	ENSG00000088538	3	50675240	708957	ensembl_havana	protein_coding
DOCK4	ENSG00000128512	7	-112206411	480301	ensembl_havana	protein_coding
DOCK5	ENSG00000147459	8	25184722	233359	ensembl_havana	protein_coding
DOCK6	ENSG00000130158	19	-11262481	63186	ensembl_havana	protein_coding
DOCK7	ENSG00000116641	1	-62688368	234070	ensembl_havana	protein_coding
DOCK8	ENSG00000107099	9	214853	250405	ensembl_havana	protein_coding
DOCK9	ENSG00000088387	13	-99086625	293196	ensembl_havana	protein_coding
DOHH	ENSG00000129932	19	-3500940	10118	ensembl	protein_coding
DOK1	ENSG00000115325	2	74549025	8528	ensembl_havana	protein_coding
DOK2	ENSG00000147443	8	-21913860	4987	ensembl_havana	protein_coding
DOK3	ENSG00000146094	5	-177511274	9367	ensembl_havana	protein_coding
DOK4	ENSG00000125170	16	-57487327	15405	ensembl_havana	protein_coding
DOK5	ENSG00000101134	20	54475596	175574	ensembl_havana	protein_coding
DOK6	ENSG00000206052	18	69401054	448032	ensembl_havana	protein_coding
DOK7	ENSG00000175920	4	3463310	31172	ensembl_havana	protein_coding
DOLK	ENSG00000175283	9	-128947619	2089	ensembl_havana	protein_coding
DOLPP1	ENSG00000167130	9	129081099	9338	ensembl_havana	protein_coding
DONSON	ENSG00000159147	21	-33588708	29166	ensembl_havana	protein_coding
DOPEY1	ENSG00000083097	6	83067665	103684	ensembl_havana	protein_coding
DOPEY2	ENSG00000142197	21	36156781	137492	ensembl_havana	protein_coding
DOT1L	ENSG00000104885	19	2164148	68429	ensembl_havana	protein_coding
DPAGT1	ENSG00000172269	11	-119108331	11828	ensembl_havana	protein_coding
DPCD	ENSG00000166171	10	101570559	39108	ensembl_havana	protein_coding
DPCR1	ENSG00000168631	6	30934522	19698	ensembl_havana	protein_coding
DPEP1	ENSG00000015413	16	89613307	25148	ensembl_havana	protein_coding
DPEP2	ENSG00000167261	16	-68000586	13192	ensembl_havana	protein_coding
DPEP3	ENSG00000141096	16	-67980829	5166	ensembl_havana	protein_coding
DPF1	ENSG00000011332	19	-38229714	18708	ensembl_havana	protein_coding
DPF2	ENSG00000133884	11	65333753	19495	ensembl_havana	protein_coding
DPF3	ENSG00000205683	14	-72894116	274820	ensembl_havana	protein_coding
DPH1	ENSG00000108963	17	2030109	13320	ensembl_havana	protein_coding
DPH2	ENSG00000132768	1	43969999	3369	ensembl_havana	protein_coding
DPH3	ENSG00000154813	3	-16264972	6994	ensembl_havana	protein_coding
DPH5	ENSG00000117543	1	-101026088	36465	ensembl_havana	protein_coding
DPH6	ENSG00000134146	15	-35546193	328848	ensembl_havana	protein_coding
DPH7	ENSG00000148399	9	-137578935	24031	ensembl_havana	protein_coding
DPM1	ENSG00000000419	20	-50958555	23688	ensembl_havana	protein_coding
DPM2	ENSG00000136908	9	-127938484	3385	ensembl_havana	protein_coding
DPM3	ENSG00000179085	1	-155140595	704	ensembl_havana	protein_coding
DPP10	ENSG00000175497	2	114442298	1403453	ensembl_havana	protein_coding
DPP3	ENSG00000254986	11	66480012	29644	ensembl_havana	protein_coding
DPP4	ENSG00000197635	2	-162074542	82301	ensembl_havana	protein_coding
DPP6	ENSG00000130226	7	153887096	1007188	ensembl_havana	protein_coding
DPP7	ENSG00000176978	9	-137115177	4635	ensembl_havana	protein_coding
DPP8	ENSG00000074603	15	-65517704	75241	ensembl_havana	protein_coding
DPP9	ENSG00000142002	19	-4724673	49449	ensembl_havana	protein_coding
DPPA2	ENSG00000163530	3	-109316517	22729	ensembl_havana	protein_coding
DPPA3	ENSG00000187569	12	7711453	6105	ensembl_havana	protein_coding
DPPA4	ENSG00000121570	3	-109337572	11431	ensembl_havana	protein_coding
DPPA5	ENSG00000203909	6	-73354295	1233	ensembl_havana	protein_coding
DPRX	ENSG00000204595	19	53632055	4953	ensembl_havana	protein_coding
DPT	ENSG00000143196	1	-168729264	33805	ensembl_havana	protein_coding
DPY19L1	ENSG00000173852	7	-35038271	109395	ensembl_havana	protein_coding
DPY19L2	ENSG00000177990	12	-63668939	110026	ensembl_havana	protein_coding
DPY19L3	ENSG00000178904	19	32405542	80352	ensembl_havana	protein_coding
DPY19L4	ENSG00000156162	8	94719702	74133	ensembl_havana	protein_coding
DPY30	ENSG00000162961	2	-32039812	172003	ensembl_havana	protein_coding
DPYD	ENSG00000188641	1	-97921049	843306	ensembl_havana	protein_coding
DPYS	ENSG00000147647	8	-104467053	136729	ensembl_havana	protein_coding
DPYSL2	ENSG00000092964	8	26514021	144156	ensembl_havana	protein_coding
DPYSL3	ENSG00000113657	5	-147510056	119245	ensembl_havana	protein_coding
DPYSL4	ENSG00000151640	10	132186899	18876	ensembl_havana	protein_coding
DPYSL5	ENSG00000157851	2	26847746	102604	ensembl_havana	protein_coding
DQX1	ENSG00000144045	2	-74526336	8205	ensembl_havana	protein_coding
DR1	ENSG00000117505	1	93345887	23610	ensembl_havana	protein_coding
DRAM1	ENSG00000136048	12	101877350	134779	ensembl_havana	protein_coding
DRAM2	ENSG00000156171	1	-111140216	22883	ensembl_havana	protein_coding
DRAP1	ENSG00000175550	11	65919256	2304	ensembl_havana	protein_coding
DRAXIN	ENSG00000162490	1	11691728	34128	ensembl_havana	protein_coding
DRC1	ENSG00000157856	2	26401915	54795	ensembl_havana	protein_coding
DRC3	ENSG00000171962	17	17972812	44076	ensembl_havana	protein_coding
DRC7	ENSG00000159625	16	57694792	37012	ensembl_havana	protein_coding
DRD1	ENSG00000184845	5	-175444208	4169	ensembl_havana	protein_coding
DRD2	ENSG00000149295	11	-113475691	66076	ensembl_havana	protein_coding
DRD3	ENSG00000151577	3	-114199407	70755	ensembl_havana	protein_coding
DRD4	ENSG00000069696	11	637292	3413	ensembl_havana	protein_coding
DRD5	ENSG00000169676	4	9781679	2329	ensembl_havana	protein_coding
DRG1	ENSG00000185721	22	31399522	131111	ensembl_havana	protein_coding
DRG2	ENSG00000108591	17	18087885	20085	ensembl_havana	protein_coding
DRGX	ENSG00000165606	10	-49396016	31835	ensembl_havana	protein_coding
DRICH1	ENSG00000189269	22	-23632321	23869	ensembl_havana	protein_coding
DROSHA	ENSG00000113360	5	-31532196	131699	ensembl_havana	protein_coding
DRP2	ENSG00000102385	X	101219768	44728	ensembl_havana	protein_coding
DSC1	ENSG00000134765	18	-31162856	33620	ensembl_havana	protein_coding
DSC2	ENSG00000134755	18	-31102415	43575	ensembl_havana	protein_coding
DSC3	ENSG00000134762	18	-31042815	52807	ensembl_havana	protein_coding
DSCAM	ENSG00000171587	21	-40847139	836140	ensembl_havana	protein_coding
DSCAML1	ENSG00000177103	11	-117817525	389752	ensembl_havana	protein_coding
DSCC1	ENSG00000136982	8	-119856010	22034	ensembl_havana	protein_coding
DSCR3	ENSG00000157538	21	-37267919	44499	ensembl_havana	protein_coding
DSCR4	ENSG00000184029	21	-38121360	169935	havana	protein_coding
DSCR8	ENSG00000198054	21	38121450	66565	ensembl_havana	protein_coding
DSE	ENSG00000111817	6	116254172	190687	ensembl_havana	protein_coding
DSEL	ENSG00000171451	18	-67516980	10398	ensembl_havana	protein_coding
DSG1	ENSG00000134760	18	31318088	38940	ensembl_havana	protein_coding
DSG2	ENSG00000046604	18	31498042	50965	ensembl_havana	protein_coding
DSG3	ENSG00000134757	18	31447794	30907	ensembl_havana	protein_coding
DSG4	ENSG00000175065	18	31376776	38135	ensembl_havana	protein_coding
DSN1	ENSG00000149636	20	-36773818	22027	ensembl_havana	protein_coding
DSP	ENSG00000096696	6	7541574	45142	ensembl_havana	protein_coding
DSPP	ENSG00000152591	4	87608528	8381	ensembl_havana	protein_coding
DST	ENSG00000151914	6	-56954628	496641	ensembl_havana	protein_coding
DSTN	ENSG00000125868	20	17569862	40056	ensembl_havana	protein_coding
DSTYK	ENSG00000133059	1	-205211566	69061	ensembl_havana	protein_coding
DTD1	ENSG00000125821	20	18567452	196464	ensembl_havana	protein_coding
DTD2	ENSG00000129480	14	-31457510	11474	ensembl_havana	protein_coding
DTHD1	ENSG00000197057	4	36281621	64134	ensembl_havana	protein_coding
DTL	ENSG00000143476	1	212035552	71847	ensembl_havana	protein_coding
DTNA	ENSG00000134769	18	34493289	398554	ensembl_havana	protein_coding
DTNB	ENSG00000138101	2	-25673647	296449	ensembl_havana	protein_coding
DTNBP1	ENSG00000047579	6	-15663058	140257	ensembl_havana	protein_coding
DTWD1	ENSG00000104047	15	49620979	35252	ensembl_havana	protein_coding
DTWD2	ENSG00000169570	5	-118988545	151223	ensembl_havana	protein_coding
DTX1	ENSG00000135144	12	113056708	41319	ensembl_havana	protein_coding
DTX2	ENSG00000091073	7	76461675	44319	ensembl_havana	protein_coding
DTX3	ENSG00000178498	12	57604621	5182	ensembl_havana	protein_coding
DTX3L	ENSG00000163840	3	122564237	10965	ensembl_havana	protein_coding
DTX4	ENSG00000110042	11	59171429	37157	ensembl_havana	protein_coding
DTYMK	ENSG00000168393	2	-241686991	11249	ensembl_havana	protein_coding
DUOX1	ENSG00000137857	15	45129932	35643	ensembl_havana	protein_coding
DUOX2	ENSG00000140279	15	-45114344	21694	ensembl_havana	protein_coding
DUOXA1	ENSG00000140254	15	-45129938	12571	ensembl_havana	protein_coding
DUOXA2	ENSG00000140274	15	45114320	4100	ensembl_havana	protein_coding
DUPD1	ENSG00000188716	10	-75058514	20678	ensembl_havana	protein_coding
DUS1L	ENSG00000169718	17	-82065887	8381	ensembl_havana	protein_coding
DUS2	ENSG00000167264	16	67987745	91574	ensembl_havana	protein_coding
DUS3L	ENSG00000141994	19	-5791238	6406	ensembl_havana	protein_coding
DUS4L	ENSG00000105865	7	107563483	14980	ensembl_havana	protein_coding
DUSP1	ENSG00000120129	5	-172771195	3105	ensembl_havana	protein_coding
DUSP10	ENSG00000143507	1	-221742176	40752	ensembl_havana	protein_coding
DUSP11	ENSG00000144048	2	-73780157	17973	ensembl_havana	protein_coding
DUSP12	ENSG00000081721	1	161749757	7480	ensembl_havana	protein_coding
DUSP13	ENSG00000079393	10	-75109221	14789	ensembl_havana	protein_coding
DUSP14	ENSG00000276023	17	37489830	23670	ensembl_havana	protein_coding
DUSP15	ENSG00000149599	20	-31870747	23110	ensembl_havana	protein_coding
DUSP16	ENSG00000111266	12	-12562383	88173	ensembl_havana	protein_coding
DUSP18	ENSG00000167065	22	-30667890	15839	ensembl_havana	protein_coding
DUSP19	ENSG00000162999	2	183078558	21446	ensembl_havana	protein_coding
DUSP2	ENSG00000158050	2	-96145440	2274	ensembl_havana	protein_coding
DUSP21	ENSG00000189037	X	44844003	884	havana	protein_coding
DUSP22	ENSG00000112679	6	291629	59725	ensembl_havana	protein_coding
DUSP23	ENSG00000158716	1	159780931	1611	ensembl_havana	protein_coding
DUSP26	ENSG00000133878	8	-33600106	8774	ensembl_havana	protein_coding
DUSP27	ENSG00000198842	1	167094044	35120	ensembl_havana	protein_coding
DUSP28	ENSG00000188542	2	240560053	3960	ensembl_havana	protein_coding
DUSP3	ENSG00000108861	17	-43778988	12867	ensembl_havana	protein_coding
DUSP4	ENSG00000120875	8	-29350668	17604	ensembl_havana	protein_coding
DUSP5	ENSG00000138166	10	110497837	13706	ensembl_havana	protein_coding
DUSP6	ENSG00000139318	12	-89353271	6039	ensembl_havana	protein_coding
DUSP7	ENSG00000164086	3	-52056550	7631	ensembl_havana	protein_coding
DUSP8	ENSG00000184545	11	-1571920	17876	ensembl_havana	protein_coding
DUSP9	ENSG00000130829	X	153642491	8834	ensembl_havana	protein_coding
DUT	ENSG00000128951	15	48331010	12362	ensembl_havana	protein_coding
DUX4	ENSG00000260596	4	190173773	12168	ensembl_havana	protein_coding
DUXA	ENSG00000258873	19	-57167443	13422	ensembl_havana	protein_coding
DUXB	ENSG00000282757	16	-75701459	7530	havana	protein_coding
DVL1	ENSG00000107404	1	-1349350	14074	ensembl_havana	protein_coding
DVL2	ENSG00000004975	17	-7234545	9204	ensembl_havana	protein_coding
DVL3	ENSG00000161202	3	184155387	18222	ensembl_havana	protein_coding
DWORF	ENSG00000240045	3	-155293775	3546	havana	protein_coding
DXO	ENSG00000204348	6	-31972292	2482	ensembl_havana	protein_coding
DYDC1	ENSG00000170788	10	-80356755	20650	ensembl_havana	protein_coding
DYDC2	ENSG00000133665	10	80344744	23328	ensembl_havana	protein_coding
DYM	ENSG00000141627	18	-49461347	419873	ensembl_havana	protein_coding
DYNAP	ENSG00000178690	18	54587756	11736	ensembl_havana	protein_coding
DYNC1H1	ENSG00000197102	14	101964527	86264	ensembl_havana	protein_coding
DYNC1I1	ENSG00000158560	7	95772505	337816	ensembl_havana	protein_coding
DYNC1I2	ENSG00000077380	2	171687408	61011	ensembl_havana	protein_coding
DYNC1LI1	ENSG00000144635	3	-32570874	44903	ensembl_havana	protein_coding
DYNC1LI2	ENSG00000135720	16	-66751798	30905	ensembl_havana	protein_coding
DYNC2H1	ENSG00000187240	11	103109430	370432	ensembl_havana	protein_coding
DYNC2LI1	ENSG00000138036	2	43774038	35971	ensembl_havana	protein_coding
DYNLL1	ENSG00000088986	12	120469849	28643	ensembl_havana	protein_coding
DYNLL2	ENSG00000264364	17	58083414	12121	ensembl_havana	protein_coding
DYNLRB1	ENSG00000125971	20	34516408	24549	ensembl_havana	protein_coding
DYNLRB2	ENSG00000168589	16	80540733	10026	ensembl_havana	protein_coding
DYNLT1	ENSG00000146425	6	-158644739	8265	ensembl_havana	protein_coding
DYNLT3	ENSG00000165169	X	-37847637	10880	ensembl_havana	protein_coding
DYRK1A	ENSG00000157540	21	37365789	151660	ensembl_havana	protein_coding
DYRK1B	ENSG00000105204	19	-39834201	8851	ensembl_havana	protein_coding
DYRK2	ENSG00000127334	12	67648337	17068	ensembl_havana	protein_coding
DYRK3	ENSG00000143479	1	206635535	48883	ensembl_havana	protein_coding
DYRK4	ENSG00000010219	12	4562203	53098	ensembl_havana	protein_coding
DYSF	ENSG00000135636	2	71453721	233046	ensembl_havana	protein_coding
DYTN	ENSG00000232125	2	-206718396	66775	ensembl_havana	protein_coding
DZANK1	ENSG00000089091	20	-18467281	83914	ensembl_havana	protein_coding
DZIP1	ENSG00000134874	13	-95644703	66501	ensembl_havana	protein_coding
DZIP1L	ENSG00000158163	3	-138115818	53828	ensembl_havana	protein_coding
DZIP3	ENSG00000198919	3	108589681	105164	ensembl_havana	protein_coding
E2F1	ENSG00000101412	20	-33686404	10721	ensembl_havana	protein_coding
E2F2	ENSG00000007968	1	-23531220	24790	ensembl_havana	protein_coding
E2F3	ENSG00000112242	6	20401905	91809	ensembl_havana	protein_coding
E2F4	ENSG00000205250	16	67192168	6749	ensembl_havana	protein_coding
E2F5	ENSG00000133740	8	85177224	39933	ensembl_havana	protein_coding
E2F6	ENSG00000169016	2	-11466177	21802	ensembl_havana	protein_coding
E2F7	ENSG00000165891	12	-77065580	44333	ensembl_havana	protein_coding
E2F8	ENSG00000129173	11	-19241620	17557	ensembl_havana	protein_coding
E4F1	ENSG00000167967	16	2223565	12176	ensembl_havana	protein_coding
EAF1	ENSG00000144597	3	15427354	23280	ensembl_havana	protein_coding
EAF2	ENSG00000145088	3	121835182	51343	ensembl_havana	protein_coding
EAPP	ENSG00000129518	14	-34539711	23782	ensembl_havana	protein_coding
EARS2	ENSG00000103356	16	-23557731	35717	ensembl_havana	protein_coding
EBAG9	ENSG00000147654	8	109539710	26285	ensembl_havana	protein_coding
EBF1	ENSG00000164330	5	-159099761	403845	ensembl_havana	protein_coding
EBF2	ENSG00000221818	8	-26045397	203667	ensembl_havana	protein_coding
EBF3	ENSG00000108001	10	-129963841	128558	ensembl_havana	protein_coding
EBF4	ENSG00000088881	20	2692877	67230	ensembl_havana	protein_coding
EBI3	ENSG00000105246	19	4229497	8033	ensembl_havana	protein_coding
EBLN1	ENSG00000223601	10	-22210021	1207	ensembl_havana	protein_coding
EBLN2	ENSG00000255423	3	73061658	1678	havana	protein_coding
EBNA1BP2	ENSG00000117395	1	-43270936	106761	ensembl_havana	protein_coding
EBP	ENSG00000147155	X	48521157	7558	ensembl_havana	protein_coding
EBPL	ENSG00000123179	13	-49691475	30752	ensembl_havana	protein_coding
ECD	ENSG00000122882	10	-73169055	38900	ensembl_havana	protein_coding
ECE1	ENSG00000117298	1	-21345504	128257	ensembl_havana	protein_coding
ECE2	ENSG00000145194	3	184249649	43381	ensembl_havana	protein_coding
ECEL1	ENSG00000171551	2	-232487828	8001	ensembl_havana	protein_coding
ECH1	ENSG00000104823	19	-38832005	16583	ensembl_havana	protein_coding
ECHDC1	ENSG00000093144	6	-127343609	54899	ensembl_havana	protein_coding
ECHDC2	ENSG00000121310	1	-52927212	31302	ensembl_havana	protein_coding
ECHDC3	ENSG00000134463	10	11742365	21704	ensembl_havana	protein_coding
ECHS1	ENSG00000127884	10	-133373689	11209	ensembl_havana	protein_coding
ECI1	ENSG00000167969	16	-2252300	12905	ensembl_havana	protein_coding
ECI2	ENSG00000198721	6	-4135597	19908	ensembl_havana	protein_coding
ECM1	ENSG00000143369	1	150508061	5727	ensembl_havana	protein_coding
ECM2	ENSG00000106823	9	-92536655	43101	ensembl_havana	protein_coding
ECSCR	ENSG00000249751	5	-139462743	14187	ensembl_havana	protein_coding
ECSIT	ENSG00000130159	19	-11529174	23258	ensembl_havana	protein_coding
ECT2	ENSG00000114346	3	172750681	70792	ensembl_havana	protein_coding
ECT2L	ENSG00000203734	6	138795925	108144	ensembl_havana	protein_coding
EDA	ENSG00000158813	X	69616066	423402	ensembl_havana	protein_coding
EDA2R	ENSG00000131080	X	-66639298	43661	ensembl_havana	protein_coding
EDAR	ENSG00000135960	2	-108989372	94901	ensembl_havana	protein_coding
EDARADD	ENSG00000186197	1	236348256	136657	ensembl_havana	protein_coding
EDC3	ENSG00000179151	15	-74696292	65734	ensembl_havana	protein_coding
EDC4	ENSG00000038358	16	67873022	11480	ensembl_havana	protein_coding
EDDM13	ENSG00000267710	19	56272768	37681	havana	protein_coding
EDDM3A	ENSG00000181562	14	20745891	2488	ensembl_havana	protein_coding
EDDM3B	ENSG00000181552	14	20768426	2521	ensembl_havana	protein_coding
EDEM1	ENSG00000134109	3	5187645	32311	ensembl_havana	protein_coding
EDEM2	ENSG00000088298	20	-35147364	32007	ensembl_havana	protein_coding
EDEM3	ENSG00000116406	1	-184754913	64682	ensembl_havana	protein_coding
EDF1	ENSG00000107223	9	-136866286	4167	ensembl_havana	protein_coding
EDIL3	ENSG00000164176	5	-84384793	444239	ensembl_havana	protein_coding
EDN1	ENSG00000078401	6	12290362	6831	ensembl_havana	protein_coding
EDN2	ENSG00000127129	1	-41484673	5898	ensembl_havana	protein_coding
EDN3	ENSG00000124205	20	59300426	25565	ensembl_havana	protein_coding
EDNRA	ENSG00000151617	4	147480916	64037	ensembl_havana	protein_coding
EDNRB	ENSG00000136160	13	-77919768	24287	ensembl_havana	protein_coding
EDRF1	ENSG00000107938	10	125719514	44628	ensembl_havana	protein_coding
EEA1	ENSG00000102189	12	-92929331	158694	ensembl_havana	protein_coding
EED	ENSG00000074266	11	86244543	34269	ensembl_havana	protein_coding
EEF1A1	ENSG00000156508	6	-73523797	8047	ensembl_havana	protein_coding
EEF1A2	ENSG00000101210	20	-63499315	11302	ensembl_havana	protein_coding
EEF1AKMT1	ENSG00000150456	13	-20773958	45227	ensembl_havana	protein_coding
EEF1AKMT2	ENSG00000203791	10	-124791870	43721	ensembl_havana	protein_coding
EEF1AKMT3	ENSG00000123427	12	57771491	11049	ensembl_havana	protein_coding
EEF1B2	ENSG00000114942	2	206159584	3343	ensembl_havana	protein_coding
EEF1D	ENSG00000104529	8	-143599541	19844	ensembl_havana	protein_coding
EEF1E1	ENSG00000124802	6	-8102578	29218	ensembl_havana	protein_coding
EEF1E1-BLOC1S5	ENSG00000265818	6	-8102530	86804	havana	protein_coding
EEF1G	ENSG00000254772	11	-62574086	14485	ensembl_havana	protein_coding
EEF2	ENSG00000167658	19	-3985469	9413	ensembl_havana	protein_coding
EEF2K	ENSG00000103319	16	22206281	82450	ensembl_havana	protein_coding
EEF2KMT	ENSG00000118894	16	-5097808	13504	ensembl_havana	protein_coding
EEFSEC	ENSG00000132394	3	128153453	255192	ensembl_havana	protein_coding
EEPD1	ENSG00000122547	7	36153148	148394	ensembl_havana	protein_coding
EFCAB1	ENSG00000034239	8	-48735311	24522	ensembl_havana	protein_coding
EFCAB10	ENSG00000185055	7	-105600875	35755	ensembl_havana	protein_coding
EFCAB11	ENSG00000140025	14	-89954777	160108	ensembl_havana	protein_coding
EFCAB12	ENSG00000172771	3	-129428651	27330	ensembl_havana	protein_coding
EFCAB13	ENSG00000178852	17	47323289	118022	ensembl_havana	protein_coding
EFCAB14	ENSG00000159658	1	-46719064	43905	ensembl_havana	protein_coding
EFCAB2	ENSG00000203666	1	244969704	157459	ensembl_havana	protein_coding
EFCAB3	ENSG00000172421	17	62343940	72538	ensembl_havana	protein_coding
EFCAB5	ENSG00000176927	17	29929199	179252	ensembl_havana	protein_coding
EFCAB6	ENSG00000186976	22	-43812337	283593	ensembl_havana	protein_coding
EFCAB7	ENSG00000203965	1	63523371	49321	ensembl_havana	protein_coding
EFCAB8	ENSG00000215529	20	32858922	102686	ensembl_havana	protein_coding
EFCAB9	ENSG00000214360	5	172194171	9280	ensembl_havana	protein_coding
EFCC1	ENSG00000114654	3	129001628	39113	ensembl_havana	protein_coding
EFEMP1	ENSG00000115380	2	-55924139	58172	ensembl_havana	protein_coding
EFEMP2	ENSG00000172638	11	-65873592	7151	ensembl_havana	protein_coding
EFHB	ENSG00000163576	3	-19947025	67553	ensembl_havana	protein_coding
EFHC1	ENSG00000096093	6	52362122	167763	ensembl_havana	protein_coding
EFHC2	ENSG00000183690	X	-44343672	195790	ensembl_havana	protein_coding
EFHD1	ENSG00000115468	2	232606056	76724	ensembl_havana	protein_coding
EFHD2	ENSG00000142634	1	15409894	20448	ensembl_havana	protein_coding
EFL1	ENSG00000140598	15	-82262763	132533	ensembl_havana	protein_coding
EFNA1	ENSG00000169242	1	155127459	7397	ensembl_havana	protein_coding
EFNA2	ENSG00000099617	19	1286153	14083	ensembl_havana	protein_coding
EFNA3	ENSG00000143590	1	155078871	8666	ensembl_havana	protein_coding
EFNA4	ENSG00000243364	1	155063730	5822	ensembl_havana	protein_coding
EFNA5	ENSG00000184349	5	-107670895	294006	ensembl_havana	protein_coding
EFNB1	ENSG00000090776	X	68828996	13150	ensembl_havana	protein_coding
EFNB2	ENSG00000125266	13	-106535114	45383	ensembl_havana	protein_coding
EFNB3	ENSG00000108947	17	7705201	6176	ensembl_havana	protein_coding
EFR3A	ENSG00000132294	8	131904087	109554	ensembl_havana	protein_coding
EFR3B	ENSG00000084710	2	25042129	117007	ensembl_havana	protein_coding
EFS	ENSG00000100842	14	-23365752	9350	ensembl_havana	protein_coding
EFTUD2	ENSG00000108883	17	-44899662	49719	ensembl_havana	protein_coding
EGF	ENSG00000138798	4	109912883	99382	ensembl_havana	protein_coding
EGFL6	ENSG00000198759	X	13569604	63970	ensembl_havana	protein_coding
EGFL7	ENSG00000172889	9	136658855	13822	ensembl_havana	protein_coding
EGFL8	ENSG00000241404	6	32164582	3698	ensembl_havana	protein_coding
EGFLAM	ENSG00000164318	5	38258408	206612	ensembl_havana	protein_coding
EGFR	ENSG00000146648	7	55019020	192607	ensembl_havana	protein_coding
EGLN1	ENSG00000135766	1	-231425044	61293	ensembl_havana	protein_coding
EGLN2	ENSG00000269858	19	40798995	9437	ensembl_havana	protein_coding
EGLN3	ENSG00000129521	14	-34462774	538543	ensembl_havana	protein_coding
EGR1	ENSG00000120738	5	138465489	3825	ensembl_havana	protein_coding
EGR2	ENSG00000122877	10	-62919900	107904	ensembl_havana	protein_coding
EGR3	ENSG00000179388	8	-22693302	5643	ensembl_havana	protein_coding
EGR4	ENSG00000135625	2	-73293705	2776	ensembl_havana	protein_coding
EHBP1	ENSG00000115504	2	62673850	372636	ensembl_havana	protein_coding
EHBP1L1	ENSG00000173442	11	65576037	16612	ensembl_havana	protein_coding
EHD1	ENSG00000110047	11	-64888296	36654	ensembl_havana	protein_coding
EHD2	ENSG00000024422	19	47713342	29791	ensembl_havana	protein_coding
EHD3	ENSG00000013016	2	31234336	35110	ensembl_havana	protein_coding
EHD4	ENSG00000103966	15	-41972578	76639	ensembl_havana	protein_coding
EHF	ENSG00000135373	11	34621092	39964	ensembl_havana	protein_coding
EHHADH	ENSG00000113790	3	-185281990	91366	ensembl_havana	protein_coding
EHMT1	ENSG00000181090	9	137618962	251053	ensembl_havana	protein_coding
EHMT2	ENSG00000204371	6	-31897687	17928	ensembl_havana	protein_coding
EI24	ENSG00000149547	11	125569215	15471	ensembl_havana	protein_coding
EID1	ENSG00000255302	15	48877885	2297	havana	protein_coding
EID2	ENSG00000176396	19	-39540333	1628	ensembl_havana	protein_coding
EID2B	ENSG00000176401	19	-39532854	1864	ensembl_havana	protein_coding
EID3	ENSG00000255150	12	104303738	1466	havana	protein_coding
EIF1	ENSG00000173812	17	41688884	3783	ensembl_havana	protein_coding
EIF1AD	ENSG00000175376	11	-66002176	5631	ensembl_havana	protein_coding
EIF1AX	ENSG00000173674	X	-20141844	17326	ensembl_havana	protein_coding
EIF1AY	ENSG00000198692	Y	20575724	17429	ensembl_havana	protein_coding
EIF1B	ENSG00000114784	3	40309683	2740	ensembl_havana	protein_coding
EIF2A	ENSG00000144895	3	150546677	37564	ensembl_havana	protein_coding
EIF2AK1	ENSG00000086232	7	-6059230	36986	ensembl_havana	protein_coding
EIF2AK2	ENSG00000055332	2	-37157065	57855	ensembl_havana	protein_coding
EIF2AK3	ENSG00000172071	2	-88627576	70835	ensembl_havana	protein_coding
EIF2AK4	ENSG00000128829	15	39934145	101445	ensembl_havana	protein_coding
EIF2B1	ENSG00000111361	12	-123633766	13360	ensembl_havana	protein_coding
EIF2B2	ENSG00000119718	14	75002910	9455	ensembl_havana	protein_coding
EIF2B3	ENSG00000070785	1	-44986722	136200	ensembl_havana	protein_coding
EIF2B4	ENSG00000115211	2	-27370486	6134	ensembl_havana	protein_coding
EIF2B5	ENSG00000145191	3	184135037	10273	ensembl_havana	protein_coding
EIF2D	ENSG00000143486	1	-206612463	41171	ensembl_havana	protein_coding
EIF2S1	ENSG00000134001	14	67359996	26519	ensembl_havana	protein_coding
EIF2S2	ENSG00000125977	20	-34112332	24034	ensembl_havana	protein_coding
EIF2S3	ENSG00000130741	X	24054715	23255	ensembl_havana	protein_coding
EIF3A	ENSG00000107581	10	-119080823	47153	ensembl_havana	protein_coding
EIF3B	ENSG00000106263	7	2354085	26659	ensembl_havana	protein_coding
EIF3C	ENSG00000184110	16	28688557	47172	ensembl_havana	protein_coding
EIF3CL	ENSG00000205609	16	-28403879	24300	ensembl_havana	protein_coding
EIF3D	ENSG00000100353	22	-36529436	18586	ensembl_havana	protein_coding
EIF3E	ENSG00000104408	8	-108435333	234117	ensembl_havana	protein_coding
EIF3F	ENSG00000175390	11	7970250	31611	ensembl_havana	protein_coding
EIF3G	ENSG00000130811	19	-10119918	4901	ensembl_havana	protein_coding
