Gene stable ID	Gene name	Chromosome name	Gene start	Gene end	Strand
ENSG00000162843	WDR64	1	241652278	241802133	1
ENSG00000114948	ADAM23	2	206443539	206621130	1
ENSG00000184905	TCEAL2	X	102125688	102127711	1
ENSG00000125703	ATG4C	1	62784135	62865513	1
ENSG00000197632	SERPINB2	18	63871692	63903890	1
ENSG00000254834	OR5M10	11	56576736	56577787	-1
ENSG00000255223	OR5M11	11	56542262	56543281	-1
ENSG00000188343	FAM92A	8	93698561	93731527	1
ENSG00000269586	CT45A10	X	135881063	135889086	-1
ENSG00000118402	ELOVL4	6	79914812	79947580	-1
ENSG00000148053	NTRK2	9	84668551	85027070	1
ENSG00000110721	CHKA	11	68052859	68121444	-1
ENSG00000270946	CT45A9	X	135863776	135871812	-1
ENSG00000188004	SNHG28	1	159834474	159855347	-1
ENSG00000056586	RC3H2	9	122844556	122905341	-1
ENSG00000108799	EZH1	17	42700275	42745049	-1
ENSG00000241058	NSUN6	10	18545561	18659285	-1
ENSG00000163380	LMOD3	3	69106872	69123032	-1
ENSG00000273696	CT45A7	X	135829247	135837268	-1
ENSG00000260851	AC010542.3	16	66469812	66517312	-1
ENSG00000271449	CT45A2	X	135811668	135820012	-1
ENSG00000171864	PRND	20	4721910	4728460	1
ENSG00000125877	ITPA	20	3208868	3223870	1
ENSG00000283787	AC051649.2	11	1888577	1891895	-1
ENSG00000158985	CDC42SE2	5	131245493	131398447	1
ENSG00000100902	PSMA6	14	35278633	35317493	1
ENSG00000263464	PPIAL4C	1	149583865	149584464	1
ENSG00000050748	MAPK9	5	180233143	180292099	-1
ENSG00000171236	LRG1	19	4536409	4540474	-1
ENSG00000162517	PEF1	1	31629862	31644896	-1
ENSG00000158714	SLAMF8	1	159826750	159837249	1
ENSG00000267385	AC011498.4	19	4528427	4540067	-1
ENSG00000183571	PGPEP1L	15	98968230	99007795	-1
ENSG00000150456	EEF1AKMT1	13	20728731	20773958	-1
ENSG00000121764	HCRTR1	1	31617686	31632518	1
ENSG00000172458	IL17D	13	20702127	20723098	1
ENSG00000174498	IGDCC3	15	65327127	65378040	-1
ENSG00000089280	FUS	16	31180110	31194871	1
ENSG00000106992	AK1	9	127866480	127877743	-1
ENSG00000226887	ERVMER34-1	4	52722618	52751640	-1
ENSG00000164363	SLC6A18	5	1225355	1246189	1
ENSG00000104043	ATP8B4	15	49858238	50182817	-1
ENSG00000146090	RASGEF1C	5	180100791	180209153	-1
ENSG00000167778	SPRYD3	12	53064316	53079420	-1
ENSG00000136940	PDCL	9	122798389	122828631	-1
ENSG00000282367	PTDSS2	CHR_HSCHR11_1_CTG8	473895	491399	1
ENSG00000173334	TRIB1	8	125430321	125438405	1
ENSG00000112078	KCTD20	6	36442767	36491143	1
ENSG00000165202	OR1Q1	9	122614738	122615682	1
ENSG00000148814	LRRC27	10	132332154	132379918	1
ENSG00000136319	TTC5	14	20256558	20305994	-1
ENSG00000162391	FAM151A	1	54609182	54623556	-1
ENSG00000198369	SPRED2	2	65310851	65432637	-1
ENSG00000130592	LSP1	11	1852970	1892267	1
ENSG00000130159	ECSIT	19	11505916	11529174	-1
ENSG00000180316	PNPLA1	6	36243203	36312229	1
ENSG00000130811	EIF3G	19	10115017	10119918	-1
ENSG00000237462	TRIM27	CHR_HSCHR6_MHC_MANN_CTG1	28914742	28923955	-1
ENSG00000226979	LTA	6	31572054	31574324	1
ENSG00000079277	MKNK1	1	46557408	46616843	-1
ENSG00000132254	ARFIP2	11	6474683	6481479	-1
ENSG00000140006	WDR89	14	63597039	63641861	-1
ENSG00000054965	FAM168A	11	73400487	73598189	-1
ENSG00000170426	SDR9C7	12	56923154	56934405	-1
ENSG00000273326	TAS2R7	CHR_HSCHR12_2_CTG2	10801532	10802627	-1
ENSG00000206291	HLA-DPA1	CHR_HSCHR6_MHC_QBL_CTG1	32993608	33009820	-1
ENSG00000203618	GP1BB	22	19722945	19724771	1
ENSG00000196312	MFSD14C	9	96897917	97013708	-1
ENSG00000256966	AL513165.2	9	37512547	37592469	-1
ENSG00000126264	HCST	19	35902480	35904377	1
ENSG00000188385	JAKMIP3	10	132104671	132184809	1
ENSG00000159640	ACE	17	63477061	63498380	1
ENSG00000128699	ORMDL1	2	189770323	189784371	-1
ENSG00000109189	USP46	4	52590972	52659335	-1
ENSG00000158560	DYNC1I1	7	95772506	96110322	1
ENSG00000105483	CARD8	19	48180770	48255946	-1
ENSG00000107815	TWNK	10	100987367	100994401	1
ENSG00000104892	KLC3	19	45333434	45351520	1
ENSG00000155269	GPR78	4	8558725	8619761	1
ENSG00000176658	MYO1D	17	32492522	32877177	-1
ENSG00000231924	PSG1	19	42866464	42879822	-1
ENSG00000095917	TPSD1	16	1256059	1258998	1
ENSG00000166275	BORCS7	10	102854223	102864961	1
ENSG00000128656	CHN1	2	174799363	175005369	-1
ENSG00000166343	MSS51	10	73423579	73433561	-1
ENSG00000117450	PRDX1	1	45511036	45523047	-1
ENSG00000171224	C10orf35	10	69630251	69633599	1
ENSG00000185897	FFAR3	19	35358460	35360485	1
ENSG00000150907	FOXO1	13	40469953	40666597	-1
ENSG00000166326	TRIM44	11	35662805	35818007	1
ENSG00000206190	ATP10A	15	25677273	25865172	-1
ENSG00000110046	ATG2A	11	64894546	64917248	-1
ENSG00000164074	ABHD18	4	127965306	128039711	1
ENSG00000165410	CFL2	14	34706769	34714823	-1
ENSG00000143502	SUSD4	1	223220819	223364202	-1
ENSG00000179833	SERTAD2	2	64631621	64751005	-1
ENSG00000127527	EPS15L1	19	16355239	16472085	-1
ENSG00000280670	CCDC163	1	45493866	45500079	-1
ENSG00000152086	TUBA3E	2	130191743	130198461	-1
ENSG00000161011	SQSTM1	5	179806398	179838078	1
ENSG00000204099	NEU4	2	241808825	241817413	1
ENSG00000170324	FRMPD2	10	48153088	48274870	-1
ENSG00000261678	SCRT1	8	144330565	144336281	-1
ENSG00000135722	FBXL8	16	67159931	67164570	1
ENSG00000196275	GTF2IRD2	7	74796144	74851551	-1
ENSG00000140396	NCOA2	8	70109762	70403805	-1
ENSG00000274359	AC012314.4	CHR_HSCHR19LRC_COX1_CTG3_1	54102906	54107026	1
ENSG00000280549	PADI3	CHR_HG2095_PATCH	17249098	17284233	1
ENSG00000281434	NDUFA10	CHR_HG2233_PATCH	239892456	240025408	-1
ENSG00000274703	OSCAR	CHR_HSCHR19LRC_LRC_S_CTG3_1	54094681	54102740	-1
ENSG00000158615	PPP1R15B	1	204403387	204411791	-1
ENSG00000107282	APBA1	9	69427530	69672306	-1
ENSG00000108039	XPNPEP1	10	109864766	109923553	-1
ENSG00000013306	SLC25A39	17	44319625	44324870	-1
ENSG00000197694	SPTAN1	9	128552558	128633662	1
ENSG00000120265	PCMT1	6	149749443	149811420	1
ENSG00000233436	BTBD18	11	57743514	57751781	-1
ENSG00000183979	NPB	17	81900745	81902905	1
ENSG00000164331	ANKRA2	5	73552335	73565686	-1
ENSG00000188783	PRELP	1	203475828	203491352	1
ENSG00000139915	MDGA2	14	46840092	47674954	-1
ENSG00000185215	TNFAIP2	14	103123442	103137439	1
ENSG00000186625	KATNA1	6	149594873	149648972	-1
ENSG00000164151	ICE1	5	5420664	5490234	1
ENSG00000173894	CBX2	17	79778132	79787983	1
ENSG00000055211	GINM1	6	149566294	149591748	1
ENSG00000143318	CASQ1	1	160190556	160201886	1
ENSG00000136816	TOR1B	9	129803153	129811281	1
ENSG00000069399	BCL3	19	44747705	44760044	1
ENSG00000213585	VDAC1	5	133971915	134005133	-1
ENSG00000152254	G6PC2	2	168901240	168910000	1
ENSG00000183077	AFMID	17	78187317	78207701	1
ENSG00000278311	GGNBP2	17	36544888	36589848	1
ENSG00000198873	GRK5	10	119207589	119459742	1
ENSG00000268041	AC010616.1	19	41907705	41928516	-1
ENSG00000235718	MFRP	11	119338942	119346673	-1
ENSG00000179820	MYADM	19	53866223	53876437	1
ENSG00000150316	CWC15	11	94962622	94973612	-1
ENSG00000273777	CEACAM20	19	44501677	44529788	-1
ENSG00000119720	NRDE2	14	90267856	90332137	-1
ENSG00000056558	TRAF1	9	120902393	120929173	-1
ENSG00000172927	MYEOV	11	69294138	69367726	1
ENSG00000204427	ABHD16A	6	31686949	31703444	-1
ENSG00000156110	ADK	10	74151185	74709303	1
ENSG00000196371	FUT4	11	94543840	94549898	1
ENSG00000011347	SYT7	11	61515313	61581148	-1
ENSG00000137492	THAP12	11	76349956	76380971	-1
ENSG00000189152	GRAPL	17	19127469	19159176	1
ENSG00000005102	MEOX1	17	43640388	43661954	-1
ENSG00000062370	ZNF112	19	44326555	44367217	-1
ENSG00000129673	AANAT	17	76453351	76470117	1
ENSG00000268994	FAM236B	X	72781865	72782660	-1
ENSG00000129250	KIF1C	17	4997948	5028401	1
ENSG00000085552	IGSF9	1	159927039	159945604	-1
ENSG00000260097	SPDYE6	7	102347206	102356444	-1
ENSG00000143951	WDPCP	2	63121383	63827843	-1
ENSG00000249693	THEGL	4	56530609	56603507	1
ENSG00000177556	ATOX1	5	151742316	151772532	-1
ENSG00000150403	TMCO3	13	113490995	113554590	1
ENSG00000095321	CRAT	9	129094810	129111189	-1
ENSG00000143473	KCNH1	1	210676823	211134180	-1
ENSG00000249992	TMEM158	3	45224466	45226278	-1
ENSG00000233314	PPP1R11	CHR_HSCHR6_MHC_APD_CTG1	30059208	30062832	1
ENSG00000257949	TEN1	17	75979220	76000586	1
ENSG00000204950	LRRC10B	11	61508800	61511018	1
ENSG00000154025	SLC5A10	17	18950345	19022595	1
ENSG00000101986	ABCD1	X	153724868	153744762	1
ENSG00000276070	CCL4L2	17	36210924	36212878	1
ENSG00000119328	FAM206A	9	108934181	108950744	1
ENSG00000122861	PLAU	10	73909177	73917497	1
ENSG00000204152	TIMM23B	10	49942033	49974850	1
ENSG00000148343	MIGA2	9	129036621	129072082	1
ENSG00000204856	FAM216A	12	110468364	110490385	1
ENSG00000103365	GGA2	16	23463542	23521995	-1
ENSG00000197444	OGDHL	10	49734643	49762379	-1
ENSG00000086758	HUWE1	X	53532096	53686729	-1
ENSG00000110245	APOC3	11	116829706	116833072	1
ENSG00000132591	ERAL1	17	28854938	28861067	1
ENSG00000181616	OR52H1	11	5544489	5548533	-1
ENSG00000177283	FZD8	10	35638249	35642278	-1
ENSG00000183723	CMTM4	16	66614750	66696707	-1
ENSG00000198398	TMEM207	3	190428655	190449876	-1
ENSG00000160182	TFF1	21	42362282	42366594	-1
ENSG00000205038	PKHD1L1	8	109362477	109530330	1
ENSG00000275688	CCL15-CCL14	17	35983656	36001621	-1
ENSG00000278079	KIR3DL1	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54816470	54830813	1
ENSG00000113790	EHHADH	3	185190624	185281990	-1
ENSG00000076604	TRAF4	17	28743984	28750958	1
ENSG00000144451	SPAG16	2	213284379	214410501	1
ENSG00000187068	C3orf70	3	185078050	185153014	-1
ENSG00000168214	RBPJ	4	26163455	26435131	1
ENSG00000186017	ZNF566	19	36445119	36489902	-1
ENSG00000184293	CLECL1	12	9715860	9733299	-1
ENSG00000105393	BABAM1	19	17267350	17281249	1
ENSG00000124172	ATP5E	20	59025467	59032382	-1
ENSG00000005812	FBXL3	13	76992598	77027195	-1
ENSG00000095906	NUBP2	16	1782901	1789191	1
ENSG00000165650	PDZD8	10	117277274	117375467	-1
ENSG00000065371	ROPN1	3	123968521	123992178	-1
ENSG00000268964	ERVV-2	19	53044738	53051076	1
ENSG00000242866	STRC	15	43599398	43618800	-1
ENSG00000125788	DEFB126	20	142369	145751	1
ENSG00000231543	C2	CHR_HSCHR6_MHC_DBB_CTG1	31879966	31927861	1
ENSG00000100351	GRAP2	22	39901082	39973721	1
ENSG00000049883	PTCD2	5	72320367	72368395	1
ENSG00000171451	DSEL	18	67506582	67516980	-1
ENSG00000230791	LST1	CHR_HSCHR6_MHC_SSTO_CTG1	31576870	31579655	1
ENSG00000177051	FBXO46	19	45710629	45730904	-1
ENSG00000164400	CSF2	5	132073790	132076170	1
ENSG00000135144	DTX1	12	113056709	113098028	1
ENSG00000129244	ATP1B2	17	7646627	7657768	1
ENSG00000159658	EFCAB14	1	46675159	46719064	-1
ENSG00000162951	LRRTM1	2	80288351	80304749	-1
ENSG00000166049	PASD1	X	151563622	151676739	1
ENSG00000092841	MYL6	12	56158161	56163496	1
ENSG00000179476	C14orf28	14	44897295	44907257	1
ENSG00000148204	CRB2	9	123356170	123380324	1
ENSG00000170786	SDR16C5	8	56300010	56320776	-1
ENSG00000119522	DENND1A	9	123379654	123930152	-1
ENSG00000171159	C9orf16	9	128160260	128163928	1
ENSG00000174684	B4GAT1	11	66345372	66347692	-1
ENSG00000198719	DLL1	6	170282206	170306565	-1
ENSG00000167397	VKORC1	16	31090842	31095980	-1
ENSG00000082153	BZW1	2	200810594	200827338	1
ENSG00000176473	WDR25	14	100376418	100530303	1
ENSG00000145216	FIP1L1	4	53377643	53460861	1
ENSG00000095794	CREM	10	35126791	35212958	1
ENSG00000104907	TRMT1	19	13104902	13117567	-1
ENSG00000157796	WDR19	4	39182404	39285810	1
ENSG00000214415	GNAT3	7	80458671	80512020	-1
ENSG00000175745	NR2F1	5	93583337	93594615	1
ENSG00000232629	HLA-DQB2	6	32756098	32763534	-1
ENSG00000135956	TMEM127	2	96248516	96265994	-1
ENSG00000106078	COBL	7	51016212	51316818	-1
ENSG00000135778	NTPCR	1	232950605	232983882	1
ENSG00000008196	TFAP2B	6	50818723	50847613	1
ENSG00000165915	SLC39A13	11	47407132	47416501	1
ENSG00000153714	LURAP1L	9	12775021	12822131	1
ENSG00000256525	POLG2	17	64477785	64497036	-1
ENSG00000146147	MLIP	6	53929982	54266280	1
ENSG00000164796	CSMD3	8	112222928	113437099	-1
ENSG00000106006	HOXA6	7	27145396	27150603	-1
ENSG00000271605	MILR1	17	64449037	64468643	1
ENSG00000197818	SLC9A8	20	49812713	49892242	1
ENSG00000122592	HOXA7	7	27153716	27157936	-1
ENSG00000213424	KRT222	17	40654665	40665181	-1
ENSG00000164334	FAM170A	5	119629559	119635822	1
ENSG00000105523	FAM83E	19	48600810	48614854	-1
ENSG00000105538	RASIP1	19	48720587	48740721	-1
ENSG00000080007	DDX43	6	73394748	73417569	1
ENSG00000148297	MED22	9	133338323	133348131	-1
ENSG00000177202	SPACA4	19	48606743	48607714	1
ENSG00000100225	FBXO7	22	32474676	32498829	1
ENSG00000160695	VPS11	11	119067692	119081978	1
ENSG00000166167	BTRC	10	101354033	101557321	1
ENSG00000058063	ATP11B	3	182793500	182921635	1
ENSG00000181418	DDN	12	48995149	48999309	-1
ENSG00000160131	VMA21	X	151396515	151409364	1
ENSG00000101294	HM13	20	31514428	31577923	1
ENSG00000152034	MCHR2	6	99919910	99994247	-1
ENSG00000172985	SH3RF3	2	109129348	109504632	1
ENSG00000097021	ACOT7	1	6264269	6394391	-1
ENSG00000276701	MIF	CHR_HSCHR22_1_CTG7	23894004	23895227	1
ENSG00000106829	TLE4	9	79571773	79726882	1
ENSG00000203908	KHDC3L	6	73362677	73364171	1
ENSG00000152402	GUCY1A2	11	106674012	107018524	-1
ENSG00000102195	GPR50	X	151176653	151181465	1
ENSG00000158201	ABHD3	18	21650897	21704805	-1
ENSG00000132915	PDE6A	5	149857955	149944793	-1
ENSG00000143321	HDGF	1	156742107	156766925	-1
ENSG00000140287	HDC	15	50241947	50266026	-1
ENSG00000183311	TUBB	CHR_HSCHR6_MHC_QBL_CTG1	30709720	30714946	1
ENSG00000132465	JCHAIN	4	70655541	70681817	-1
ENSG00000100532	CGRRF1	14	54509812	54539309	1
ENSG00000136908	DPM2	9	127935099	127938484	-1
ENSG00000124193	SRSF6	20	43457928	43464247	1
ENSG00000117020	AKT3	1	243488233	243851079	-1
ENSG00000268614	AC008878.2	19	7533595	7540059	1
ENSG00000143294	PRCC	1	156750610	156800817	1
ENSG00000092969	TGFB2	1	218346235	218444619	1
ENSG00000102921	N4BP1	16	48538726	48620148	-1
ENSG00000105697	HAMP	19	35280716	35285143	1
ENSG00000243696	AC006254.1	3	52813282	52835729	-1
ENSG00000160633	SAFB	19	5623035	5668478	1
ENSG00000036565	SLC18A1	8	20144855	20183206	-1
ENSG00000008197	TFAP2D	6	50713828	50772988	1
ENSG00000174744	BRMS1	11	66337333	66345125	-1
ENSG00000110375	UPK2	11	118925164	118958559	1
ENSG00000275489	C17orf98	17	38835088	38841455	-1
ENSG00000188886	ASTL	2	96123850	96138436	-1
ENSG00000198420	TCAF1	7	143851375	143902198	-1
ENSG00000198816	ZNF358	19	7515292	7521026	1
ENSG00000130772	MED18	1	28329002	28335967	1
ENSG00000184903	IMMP2L	7	110663051	111562517	-1
ENSG00000124772	CPNE5	6	36740775	36840002	-1
ENSG00000173114	LRRN3	7	111091006	111125454	1
ENSG00000230178	OR4F3	5	181367268	181368262	1
ENSG00000197771	MCMBP	10	119829404	119892556	-1
ENSG00000093134	VNN3	6	132722787	132734765	-1
ENSG00000180872	DEFB112	6	50043575	50048651	-1
ENSG00000163376	KBTBD8	3	66998307	67011210	1
ENSG00000204356	NELFE	6	31952087	31959110	-1
ENSG00000109111	SUPT6H	17	28662091	28702684	1
ENSG00000203685	STUM	1	226548800	226609214	1
ENSG00000106927	AMBP	9	114060127	114078472	-1
ENSG00000138336	TET1	10	68560656	68694482	1
ENSG00000105698	USF2	19	35268978	35279821	1
ENSG00000105492	SIGLEC6	19	51519525	51531856	-1
ENSG00000185614	FAM212A	3	49803254	49805030	1
ENSG00000269405	NXF2	X	102247161	102326719	1
ENSG00000136160	EDNRB	13	77895481	77919768	-1
ENSG00000271723	MROH7-TTC4	1	54641786	54742308	1
ENSG00000147274	RBMX	X	136848004	136880764	-1
ENSG00000161558	TMEM143	19	48332356	48364237	-1
ENSG00000104522	TSTA3	8	143612618	143618048	-1
ENSG00000139668	WDFY2	13	51584455	51767707	1
ENSG00000196388	INCA1	17	4988130	4997610	-1
ENSG00000181392	SYNE4	19	36003307	36008793	-1
ENSG00000168062	BATF2	11	64987943	64997045	-1
ENSG00000270647	TAF15	17	35713791	35864615	1
ENSG00000167183	PRR15L	17	47951967	47957878	-1
ENSG00000136897	MRPL50	9	101387633	101398614	-1
ENSG00000181371	OR5M8	11	56490349	56491395	-1
ENSG00000091483	FH	1	241497603	241519761	-1
ENSG00000180828	BHLHE22	8	64580367	64583628	1
ENSG00000243729	OR5V1	6	29353749	29431967	-1
ENSG00000234347	OR11A1	CHR_HSCHR6_MHC_DBB_CTG1	29425439	29457001	-1
ENSG00000206280	ZBTB22	CHR_HSCHR6_MHC_QBL_CTG1	33243252	33246776	-1
ENSG00000223448	LTB	CHR_HSCHR6_MHC_MANN_CTG1	31620003	31621970	-1
ENSG00000065183	WDR3	1	117929720	117966542	1
ENSG00000185873	TMPRSS11B	4	68226653	68245720	-1
ENSG00000205718	MBD3L4	19	7037748	7040179	-1
ENSG00000167965	MLST8	16	2204248	2209416	1
ENSG00000197587	DMBX1	1	46506996	46514226	1
ENSG00000100678	SLC8A3	14	70044217	70189070	-1
ENSG00000082213	C5orf22	5	31532266	31555058	1
ENSG00000142910	TINAGL1	1	31576485	31587686	1
ENSG00000274110	LAIR1	CHR_HSCHR19LRC_PGF1_CTG3_1	54283996	54300924	-1
ENSG00000136144	RCBTB1	13	49531946	49585583	-1
ENSG00000198225	FKBP1C	6	63211446	63213024	1
ENSG00000136531	SCN2A	2	165194993	165392310	1
ENSG00000171853	TRAPPC12	2	3379675	3485094	1
ENSG00000032742	IFT88	13	20567069	20691437	1
ENSG00000183648	NDUFB1	14	92116122	92121917	-1
ENSG00000171100	MTM1	X	150568619	150673322	1
ENSG00000228927	TSPY3	Y	9398421	9401223	1
ENSG00000147912	FBXO10	9	37510892	37576349	-1
ENSG00000213088	ACKR1	1	159203307	159206500	1
ENSG00000206487	C6orf136	CHR_HSCHR6_MHC_QBL_CTG1	30636534	30642598	1
ENSG00000226841	MCCD1	CHR_HSCHR6_MHC_SSTO_CTG1	31519466	31520981	1
ENSG00000079313	REXO1	19	1815246	1848463	-1
ENSG00000136147	PHF11	13	49495610	49528987	1
ENSG00000250571	GLI4	8	143267433	143276931	1
ENSG00000077254	USP33	1	77695987	77759852	-1
ENSG00000170421	KRT8	12	52897187	52949954	-1
ENSG00000171307	ZDHHC16	10	97446131	97457370	1
ENSG00000132763	MMACHC	1	45500053	45513382	1
ENSG00000149256	TENM4	11	78652831	79440948	-1
ENSG00000171608	PIK3CD	1	9651732	9729114	1
ENSG00000135766	EGLN1	1	231363751	231425044	-1
ENSG00000143416	SELENBP1	1	151364302	151372733	-1
ENSG00000185942	NKAIN3	8	62248591	62999652	1
ENSG00000137266	SLC22A23	6	3268962	3457022	-1
ENSG00000131470	PSMC3IP	17	42572315	42577831	-1
ENSG00000141622	RNF165	18	46326809	46463140	1
ENSG00000188807	TMEM201	1	9588922	9614873	1
ENSG00000149091	DGKZ	11	46332905	46380554	1
ENSG00000188818	ZDHHC11	5	795606	850986	-1
ENSG00000005238	FAM214B	9	35104112	35116341	-1
ENSG00000106993	CDC37L1	9	4679559	4708398	1
ENSG00000107438	PDLIM1	10	95237572	95291024	-1
ENSG00000146618	FERD3L	7	19144782	19145421	-1
ENSG00000108599	AKAP10	17	19904302	19978343	-1
ENSG00000125484	GTF3C4	9	132670035	132694955	1
ENSG00000008324	SS18L2	3	42581840	42595114	1
ENSG00000081377	CDC14B	9	96490241	96619830	-1
ENSG00000205784	ARRDC5	19	4890437	4902867	-1
ENSG00000203760	CENPW	6	126340174	126348875	1
ENSG00000077157	PPP1R12B	1	202348699	202592706	1
ENSG00000176695	OR4F17	19	107104	117102	1
ENSG00000223932	GPANK1	CHR_HSCHR6_MHC_MANN_CTG1	31700683	31705737	-1
ENSG00000115607	IL18RAP	2	102418689	102452565	1
ENSG00000152104	PTPN14	1	214348696	214552449	-1
ENSG00000163660	CCNL1	3	157146508	157160760	-1
ENSG00000278257	LENG1	CHR_HSCHR19LRC_PGF2_CTG3_1	54156127	54160192	-1
ENSG00000269167	CR753845.2	CHR_HSCHR6_MHC_DBB_CTG1	31988350	31989286	-1
ENSG00000275399	NLRP2	CHR_HSCHR19LRC_LRC_S_CTG3_1	54972989	55008845	1
ENSG00000278365	AC012314.12	CHR_HSCHR19LRC_LRC_S_CTG3_1	54102906	54107026	1
ENSG00000278378	OSCAR	CHR_HSCHR19LRC_PGF2_CTG3_1	54094681	54102740	-1
ENSG00000276323	TFPT	CHR_HSCHR19LRC_COX2_CTG3_1	54107066	54115801	-1
ENSG00000274953	VSTM1	CHR_HSCHR19LRC_LRC_T_CTG3_1	54040833	54063953	-1
ENSG00000278519	MBOAT7	CHR_HSCHR19LRC_LRC_I_CTG3_1	54173854	54190480	-1
ENSG00000072071	ADGRL1	19	14147743	14206187	-1
ENSG00000119950	MXI1	10	110207605	110287365	1
ENSG00000215217	C5orf49	5	7830378	7851490	-1
ENSG00000165799	RNASE7	14	21042226	21044234	1
ENSG00000049860	HEXB	5	74640023	74722647	1
ENSG00000133056	PIK3C2B	1	204422628	204494724	-1
ENSG00000170498	KISS1	1	204190341	204196486	-1
ENSG00000166682	TMPRSS5	11	113687550	113706373	-1
ENSG00000131495	NDUFA2	5	140638740	140647785	-1
ENSG00000214944	ARHGEF28	5	73626158	73941993	1
ENSG00000126461	SCAF1	19	49642125	49658642	1
ENSG00000188032	C19orf67	19	14081619	14085875	-1
ENSG00000188710	QRFP	9	130892702	130896812	-1
ENSG00000126460	PRRG2	19	49580646	49591015	1
ENSG00000205476	CCDC85C	14	99500180	99604026	-1
ENSG00000137496	IL18BP	11	71998541	72005715	1
ENSG00000108018	SORCS1	10	106573663	107164534	-1
ENSG00000186765	FSCN2	17	81528396	81537130	1
ENSG00000120306	CYSTM1	5	140174642	140282052	1
ENSG00000137731	FXYD2	11	117800844	117828698	-1
ENSG00000090554	FLT3LG	19	49474207	49486231	1
ENSG00000177103	DSCAML1	11	117427773	117817525	-1
ENSG00000141564	RPTOR	17	80544819	80966371	1
ENSG00000198040	ZNF84	12	133037292	133063304	1
ENSG00000187742	SECISBP2	9	89318506	89359662	1
ENSG00000146242	TPBG	6	82363206	82370828	1
ENSG00000101336	HCK	20	32052188	32101856	1
ENSG00000143476	DTL	1	212035553	212107400	1
ENSG00000148344	PTGES	9	129738331	129753047	-1
ENSG00000260220	CCDC187	9	136249971	136306901	-1
ENSG00000167157	PRRX2	9	129665641	129722674	1
ENSG00000153832	FBXO36	2	229922302	230013109	1
ENSG00000165661	QSOX2	9	136206333	136245841	-1
ENSG00000107187	LHX3	9	136196250	136205109	-1
ENSG00000130348	QRSL1	6	106629578	106668417	1
ENSG00000181619	GPR135	14	59429022	59465342	-1
ENSG00000151838	CCDC175	14	59504539	59576831	-1
ENSG00000204571	KRTAP5-11	11	71579714	71603353	-1
ENSG00000073008	PVR	19	44643798	44663583	1
ENSG00000163781	TOPBP1	3	133598175	133661893	-1
ENSG00000186895	FGF3	11	69810224	69819024	-1
ENSG00000186451	SPATA12	3	57060441	57075432	1
ENSG00000111962	UST	6	148747328	149076990	1
ENSG00000165914	TTC7B	14	90524564	90816479	-1
ENSG00000182544	MFSD5	12	53251251	53254405	1
ENSG00000152315	KCNK13	14	90061765	90185857	1
ENSG00000197822	OCLN	5	69492292	69558104	1
ENSG00000197380	DACT3	19	46647612	46661138	-1
ENSG00000122378	FAM213A	10	80407829	80437115	1
ENSG00000095203	EPB41L4B	9	109171975	109320964	-1
ENSG00000284725	AC093762.3	2	227724440	227724757	-1
ENSG00000163092	XIRP2	2	166888487	167259753	1
ENSG00000267173	AC245748.1	19	44329695	44401608	-1
ENSG00000057657	PRDM1	6	106086320	106109939	1
ENSG00000198342	ZNF442	19	12345949	12365905	-1
ENSG00000161594	KLHL10	17	41835685	41848384	1
ENSG00000175093	SPSB4	3	141051402	141148611	1
ENSG00000152749	GPR180	13	94601903	94634645	1
ENSG00000147654	EBAG9	8	109539711	109565996	1
ENSG00000151224	MAT1A	10	80271820	80289684	-1
ENSG00000284631	AC064853.3	2	227616998	227618655	1
ENSG00000175906	ARL4D	17	43398959	43401137	1
ENSG00000188878	FBF1	17	75909574	75941140	-1
ENSG00000132481	TRIM47	17	75874161	75878575	-1
ENSG00000138376	BARD1	2	214725646	214809711	-1
ENSG00000080166	DCT	13	94436808	94479682	-1
ENSG00000143669	LYST	1	235661041	235883640	-1
ENSG00000277596	KIR3DL3	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54727609	54736462	1
ENSG00000144583	4-Mar	2	216257865	216372027	-1
ENSG00000181090	EHMT1	9	137618963	137870016	1
ENSG00000160349	LCN1	9	135521438	135526532	1
ENSG00000223572	CKMT1A	15	43692886	43699222	1
ENSG00000137727	ARHGAP20	11	110577042	110713189	-1
ENSG00000154227	CERS3	15	100400395	100544995	-1
ENSG00000113520	IL4	5	132673986	132682676	1
ENSG00000163347	CLDN1	3	190305701	190322475	-1
ENSG00000187747	OR52B6	11	5580877	5581884	1
ENSG00000269307	AC010463.1	19	17267418	17282966	1
ENSG00000118242	MREG	2	215942805	216034096	-1
ENSG00000115425	PECR	2	215996329	216082955	-1
ENSG00000060971	ACAA1	3	38103129	38137242	-1
ENSG00000085511	MAP3K4	6	160991727	161117385	1
ENSG00000124459	ZNF45	19	43912629	43935278	-1
ENSG00000164300	SERINC5	5	80111651	80256079	-1
ENSG00000120327	PCDHB14	5	141222932	141227759	1
ENSG00000125454	SLC25A19	17	75272981	75289510	-1
ENSG00000070081	NUCB2	11	17208153	17349974	1
ENSG00000146006	LRRTM2	5	138868923	138875368	-1
ENSG00000188425	NANOS2	19	45913214	45914870	-1
ENSG00000170604	IRF2BP1	19	45883607	45886170	-1
ENSG00000141756	FKBP10	17	41812680	41823217	1
