name	ensembl_id	chromosome	position	length	source	type
AC121290.1	ENSMUSG00000109020	16	-59189928	4709	ensembl_havana	polymorphic_pseudogene
AC121964.1	ENSMUSG00000109148	19	13016224	924	havana	polymorphic_pseudogene
AC123873.1	ENSMUSG00000094383	JH584299.1	90481	2738	ensembl	protein_coding
AC123873.2	ENSMUSG00000094474	JH584299.1	173049	3084	ensembl	protein_coding
AC123873.3	ENSMUSG00000094836	JH584299.1	4974	2381	ensembl	protein_coding
AC123954.1	ENSMUSG00000113255	13	49493317	3271	havana	protein_coding
AC124606.1	ENSMUSG00000095523	JH584299.1	837363	3087	ensembl	protein_coding
AC124606.2	ENSMUSG00000095763	JH584299.1	806209	3071	ensembl	protein_coding
AC124712.1	ENSMUSG00000114046	12	73937652	30722	havana	protein_coding
AC125070.4	ENSMUSG00000114073	13	-49799001	14236	havana	protein_coding
AC125149.1	ENSMUSG00000079192	GL456210.1	123791	1136	ensembl	protein_coding
AC125149.2	ENSMUSG00000079794	GL456210.1	-136519	1124	ensembl	protein_coding
AC125149.3	ENSMUSG00000079800	GL456210.1	-58882	49758	ensembl	protein_coding
AC125149.4	ENSMUSG00000094799	GL456210.1	147791	1915	ensembl	protein_coding
AC125149.5	ENSMUSG00000095092	GL456210.1	-110303	1913	ensembl	protein_coding
AC125178.1	ENSMUSG00000094722	JH584298.1	90527	3095	ensembl	protein_coding
AC125178.2	ENSMUSG00000095076	JH584298.1	179692	2510	ensembl	protein_coding
AC125178.3	ENSMUSG00000095728	JH584298.1	-170838	2570	ensembl	protein_coding
AC125444.1	ENSMUSG00000113084	1	-82943388	829	havana	protein_coding
AC125444.2	ENSMUSG00000113846	1	-82931399	828	havana	protein_coding
AC125444.3	ENSMUSG00000113880	1	82913324	805	havana	protein_coding
AC125444.4	ENSMUSG00000113925	1	-82956013	827	havana	protein_coding
AC125444.5	ENSMUSG00000113973	1	82924916	795	havana	protein_coding
AC125444.6	ENSMUSG00000114011	1	82960285	638	havana	protein_coding
AC126035.1	ENSMUSG00000094791	JH584299.1	314840	2743	ensembl	protein_coding
AC126554.8	ENSMUSG00000113805	12	87494720	434	havana	protein_coding
AC132392.1	ENSMUSG00000111187	7	112349393	63593	havana	protein_coding
AC132444.1	ENSMUSG00000079222	GL456221.1	-30203	12612	ensembl	protein_coding
AC132444.2	ENSMUSG00000094728	GL456221.1	58742	371	ensembl	protein_coding
AC132444.3	ENSMUSG00000094874	GL456221.1	-32306	1912	ensembl	protein_coding
AC132444.4	ENSMUSG00000095450	GL456221.1	-46666	371	ensembl	protein_coding
AC132444.5	ENSMUSG00000095500	GL456221.1	32238	15055	ensembl	protein_coding
AC132444.6	ENSMUSG00000096808	GL456221.1	151234	1499	ensembl	protein_coding
AC133095.1	ENSMUSG00000094855	JH584299.1	921941	2733	ensembl	protein_coding
AC133095.2	ENSMUSG00000095475	JH584299.1	-913083	2794	ensembl	protein_coding
AC133103.1	ENSMUSG00000079190	GL456211.1	167445	29032	ensembl	protein_coding
AC133103.3	ENSMUSG00000094514	GL456211.1	-229375	2970	ensembl	protein_coding
AC133103.4	ENSMUSG00000095250	GL456211.1	-32396	1913	ensembl	protein_coding
AC133103.5	ENSMUSG00000095672	GL456211.1	-162404	1939	ensembl	protein_coding
AC133103.6	ENSMUSG00000095787	GL456211.1	-54840	371	ensembl	protein_coding
AC133103.7	ENSMUSG00000096100	GL456211.1	66954	371	ensembl	protein_coding
AC133183.1	ENSMUSG00000113475	12	84038934	19678	havana	protein_coding
AC140325.1	ENSMUSG00000074720	GL456354.1	-27230	1307	ensembl	protein_coding
AC140325.2	ENSMUSG00000094741	GL456354.1	6365	2573	ensembl	protein_coding
AC140325.3	ENSMUSG00000095570	GL456354.1	-149659	2733	ensembl	protein_coding
AC140325.4	ENSMUSG00000096728	GL456354.1	158542	2796	ensembl	protein_coding
AC140365.1	ENSMUSG00000091585	JH584299.1	716295	4221	ensembl	protein_coding
AC149090.1	ENSMUSG00000095041	JH584304.1	-59690	7500	ensembl	protein_coding
AC152453.1	ENSMUSG00000112743	10	86763971	70000	havana	protein_coding
AC153134.1	ENSMUSG00000114133	13	-96081376	2160	havana	protein_coding
AC153856.3	ENSMUSG00000112216	10	-118240780	2408	havana	protein_coding
AC153856.4	ENSMUSG00000112252	10	118258687	2408	havana	protein_coding
AC153864.3	ENSMUSG00000112170	10	-77697233	692	havana	protein_coding
AC153874.1	ENSMUSG00000112653	10	77846802	500	havana	protein_coding
AC153912.1	ENSMUSG00000110723	10	29198953	22986	havana	protein_coding
AC154550.1	ENSMUSG00000113525	13	-119408952	73424	ensembl	protein_coding
AC155937.1	ENSMUSG00000114004	10	81389004	2262	havana	protein_coding
AC158589.1	ENSMUSG00000109903	5	16791809	90242	havana	protein_coding
AC158600.1	ENSMUSG00000112027	10	-118337831	2408	havana	protein_coding
AC158600.2	ENSMUSG00000112419	10	-118332408	2408	havana	protein_coding
AC158600.3	ENSMUSG00000112495	10	-118348679	2408	havana	protein_coding
AC158600.4	ENSMUSG00000112781	10	-118343255	2408	havana	protein_coding
AC158600.5	ENSMUSG00000112814	10	-118326969	2408	havana	protein_coding
AC158600.6	ENSMUSG00000112919	10	-118354105	2408	havana	protein_coding
AC158603.3	ENSMUSG00000112380	10	-77751354	833	havana	protein_coding
AC158603.4	ENSMUSG00000112864	10	-77742638	842	havana	protein_coding
AC159246.1	ENSMUSG00000111073	9	-39974821	942	havana	polymorphic_pseudogene
AC161180.1	ENSMUSG00000113097	1	83000547	932	havana	protein_coding
AC161180.2	ENSMUSG00000113267	1	83044931	1014	havana	protein_coding
AC163611.1	ENSMUSG00000094172	JH584299.1	562160	2733	ensembl	protein_coding
AC163611.2	ENSMUSG00000094887	JH584299.1	587623	37970	ensembl	protein_coding
AC163623.2	ENSMUSG00000111842	9	-22071259	34879	havana	protein_coding
AC163637.2	ENSMUSG00000111692	9	-21073096	10696	havana	protein_coding
AC163703.1	ENSMUSG00000111184	8	-84969433	1755	havana	protein_coding
AC164084.1	ENSMUSG00000095505	JH584296.1	-197903	2722	ensembl	protein_coding
AC164084.2	ENSMUSG00000095666	JH584296.1	-44417	3079	ensembl	protein_coding
AC164084.3	ENSMUSG00000096680	JH584296.1	-133448	2733	ensembl	protein_coding
AC164597.1	ENSMUSG00000112930	15	60742836	3698	havana	protein_coding
AC165294.1	ENSMUSG00000094303	JH584297.1	-22248	2508	ensembl	protein_coding
AC165294.2	ENSMUSG00000096236	JH584297.1	31100	2566	ensembl	protein_coding
AC165294.3	ENSMUSG00000096756	JH584297.1	-111392	3074	ensembl	protein_coding
AC166263.2	ENSMUSG00000112611	10	-112160327	18573	havana	protein_coding
AC168977.1	ENSMUSG00000079808	GL456212.1	-150452	21897	ensembl	protein_coding
AC168977.2	ENSMUSG00000094915	GL456212.1	-34932	2965	ensembl	protein_coding
AC172027.3	ENSMUSG00000112640	10	81863933	17147	havana	protein_coding
AC234645.1	ENSMUSG00000095019	JH584303.1	81606	1082	ensembl	protein_coding
AF067061	ENSMUSG00000095071	13	120263113	1403	ensembl_havana	protein_coding
AF067063	ENSMUSG00000094237	13	-119830216	2255	ensembl_havana	protein_coding
AF366264	ENSMUSG00000057116	8	-13838389	3156	ensembl_havana	protein_coding
AF529169	ENSMUSG00000039313	9	-89623125	35909	ensembl_havana	protein_coding
AI182371	ENSMUSG00000035875	2	-35101543	17497	ensembl_havana	protein_coding
AI314180	ENSMUSG00000050812	4	-58912749	113838	ensembl_havana	protein_coding
AI413582	ENSMUSG00000062753	17	-27565749	2174	ensembl_havana	protein_coding
AI429214	ENSMUSG00000074384	8	36993603	1929	ensembl_havana	protein_coding
AI464131	ENSMUSG00000046312	4	-41503076	7472	ensembl_havana	protein_coding
AI467606	ENSMUSG00000045165	7	127091358	2627	ensembl_havana	protein_coding
AI481877	ENSMUSG00000038598	4	-59138983	95230	ensembl_havana	protein_coding
AI593442	ENSMUSG00000078307	9	-52679780	6738	ensembl_havana	protein_coding
AI597479	ENSMUSG00000010290	1	43098709	17237	ensembl_havana	protein_coding
AI606181	ENSMUSG00000074873	19	41593362	2795	havana	protein_coding
AI661453	ENSMUSG00000034382	17	47436614	34023	ensembl_havana	protein_coding
AI837181	ENSMUSG00000047423	19	5425156	2156	ensembl_havana	protein_coding
AI846148	ENSMUSG00000024970	19	-7383026	26562	ensembl	protein_coding
AI854703	ENSMUSG00000053297	6	48626763	6925	ensembl_havana	protein_coding
AI987944	ENSMUSG00000056383	7	-41393379	20456	ensembl_havana	protein_coding
AK157302	ENSMUSG00000078139	13	21495222	1923	havana	protein_coding
AL607105.1	ENSMUSG00000113061	13	28257527	606	ensembl_havana	protein_coding
AL670603.1	ENSMUSG00000111410	4	116173383	126457	havana	protein_coding
AL772265.6	ENSMUSG00000111678	2	-86528427	3399	havana	polymorphic_pseudogene
AL773539.1	ENSMUSG00000111338	4	-43782328	962	havana	polymorphic_pseudogene
AL773585.3	ENSMUSG00000110879	2	85748351	6174	havana	polymorphic_pseudogene
AL773585.4	ENSMUSG00000111566	2	85633430	944	havana	polymorphic_pseudogene
AL929054.1	ENSMUSG00000113163	2	36301540	938	havana	polymorphic_pseudogene
AU015836	ENSMUSG00000081044	X	93968658	6811	ensembl_havana	protein_coding
AU018091	ENSMUSG00000054753	7	-3169203	14545	ensembl_havana	protein_coding
AU019823	ENSMUSG00000059820	9	-50617464	12224	ensembl_havana	protein_coding
AU021092	ENSMUSG00000051669	16	-5222299	10471	ensembl_havana	protein_coding
AU022252	ENSMUSG00000078584	4	-119232712	29142	ensembl_havana	protein_coding
AU022751	ENSMUSG00000073294	X	-6083419	2200	ensembl_havana	protein_coding
AU040320	ENSMUSG00000028830	4	126753543	116526	ensembl_havana	protein_coding
AU041133	ENSMUSG00000078435	10	82128012	25052	ensembl_havana	protein_coding
AV320801	ENSMUSG00000054994	X	135494587	10006	ensembl_havana	protein_coding
AW011738	ENSMUSG00000078349	4	156203303	1847	ensembl	protein_coding
AW146154	ENSMUSG00000074166	7	-41499890	21016	ensembl_havana	protein_coding
AW209491	ENSMUSG00000039182	13	14630153	8942	ensembl_havana	protein_coding
AW549877	ENSMUSG00000041935	15	-3995752	13716	ensembl	protein_coding
AW551984	ENSMUSG00000038112	9	-39604403	17007	ensembl_havana	protein_coding
AW554918	ENSMUSG00000033632	18	25168998	298322	ensembl_havana	protein_coding
AW822073	ENSMUSG00000058537	10	-58224930	1958	ensembl_havana	protein_coding
AY074887	ENSMUSG00000044820	9	-54950998	768	ensembl_havana	protein_coding
AY358078	ENSMUSG00000050961	14	51800045	26313	ensembl_havana	protein_coding
AY761184	ENSMUSG00000058618	8	-21703645	1126	ensembl_havana	protein_coding
AY761185	ENSMUSG00000079120	8	-20944710	1016	ensembl_havana	protein_coding
Aaas	ENSMUSG00000036678	15	-102350759	12512	ensembl	protein_coding
Aacs	ENSMUSG00000029482	5	125475813	41596	ensembl_havana	protein_coding
Aadac	ENSMUSG00000027761	3	60025716	14443	ensembl_havana	protein_coding
Aadacl2	ENSMUSG00000091376	3	60006742	18677	ensembl_havana	protein_coding
Aadacl3	ENSMUSG00000078507	4	-144463756	9985	ensembl_havana	protein_coding
Aadat	ENSMUSG00000057228	8	60505931	39745	ensembl_havana	protein_coding
Aaed1	ENSMUSG00000021482	13	-64312710	37430	ensembl_havana	protein_coding
Aagab	ENSMUSG00000037257	9	63602659	41928	ensembl_havana	protein_coding
Aak1	ENSMUSG00000057230	6	86849516	153706	ensembl_havana	protein_coding
Aamdc	ENSMUSG00000035642	7	-97579497	29166	ensembl_havana	protein_coding
Aamp	ENSMUSG00000006299	1	-74284738	4898	ensembl_havana	protein_coding
Aanat	ENSMUSG00000020804	11	116586431	11248	ensembl_havana	protein_coding
Aar2	ENSMUSG00000027628	2	156547583	21388	ensembl_havana	protein_coding
Aard	ENSMUSG00000068522	15	52040106	5615	ensembl_havana	protein_coding
Aars	ENSMUSG00000031960	8	111033143	24520	ensembl_havana	protein_coding
Aars2	ENSMUSG00000023938	17	45506840	14001	ensembl	protein_coding
Aarsd1	ENSMUSG00000075528	11	-101417615	10776	ensembl_havana	protein_coding
Aasdh	ENSMUSG00000055923	5	-76905514	31855	ensembl_havana	protein_coding
Aasdhppt	ENSMUSG00000025894	9	-4309471	14678	ensembl_havana	protein_coding
Aass	ENSMUSG00000029695	6	-23132986	60813	ensembl_havana	protein_coding
Aatf	ENSMUSG00000018697	11	-84513522	90667	ensembl_havana	protein_coding
Aatk	ENSMUSG00000025375	11	-120047167	39854	ensembl_havana	protein_coding
Abat	ENSMUSG00000057880	16	8513428	108139	ensembl_havana	protein_coding
Abca1	ENSMUSG00000015243	4	-53159895	129108	ensembl_havana	protein_coding
Abca12	ENSMUSG00000050296	1	-71414910	172634	ensembl_havana	protein_coding
Abca13	ENSMUSG00000004668	11	9191941	492317	ensembl_havana	protein_coding
Abca14	ENSMUSG00000062017	7	120203960	121391	ensembl_havana	protein_coding
Abca15	ENSMUSG00000054746	7	120328669	79017	ensembl_havana	protein_coding
Abca16	ENSMUSG00000051900	7	120409646	135166	ensembl_havana	protein_coding
Abca17	ENSMUSG00000035435	17	-24351029	86770	ensembl_havana	protein_coding
Abca2	ENSMUSG00000026944	2	25428702	19837	ensembl_havana	protein_coding
Abca3	ENSMUSG00000024130	17	24351949	58251	ensembl_havana	protein_coding
Abca4	ENSMUSG00000028125	3	122044442	135680	ensembl_havana	protein_coding
Abca5	ENSMUSG00000018800	11	-110337716	68347	ensembl_havana	protein_coding
Abca6	ENSMUSG00000044749	11	-110251776	74956	ensembl_havana	protein_coding
Abca7	ENSMUSG00000035722	10	79996493	19078	ensembl_havana	protein_coding
Abca8a	ENSMUSG00000041828	11	-110095978	70344	ensembl_havana	protein_coding
Abca8b	ENSMUSG00000020620	11	-109995845	63655	ensembl_havana	protein_coding
Abca9	ENSMUSG00000041797	11	-110168196	67447	ensembl_havana	protein_coding
Abcb10	ENSMUSG00000031974	8	-123983122	30663	ensembl_havana	protein_coding
Abcb11	ENSMUSG00000027048	2	-69342616	104334	ensembl_havana	protein_coding
Abcb1a	ENSMUSG00000040584	5	8660076	88498	ensembl_havana	protein_coding
Abcb1b	ENSMUSG00000028970	5	8798146	68168	ensembl_havana	protein_coding
Abcb4	ENSMUSG00000042476	5	8893716	65514	ensembl_havana	protein_coding
Abcb5	ENSMUSG00000072791	12	-118966421	98597	ensembl_havana	protein_coding
Abcb6	ENSMUSG00000026198	1	-75180392	8675	ensembl_havana	protein_coding
Abcb7	ENSMUSG00000031333	X	-104413856	133199	ensembl_havana	protein_coding
Abcb8	ENSMUSG00000028973	5	24393662	16391	ensembl_havana	protein_coding
Abcb9	ENSMUSG00000029408	5	-124095798	34268	ensembl_havana	protein_coding
Abcc1	ENSMUSG00000023088	16	14361557	114179	ensembl_havana	protein_coding
Abcc10	ENSMUSG00000032842	17	-46328352	25131	ensembl_havana	protein_coding
Abcc12	ENSMUSG00000036872	8	-86580686	98426	ensembl_havana	protein_coding
Abcc2	ENSMUSG00000025194	19	43782191	58548	ensembl_havana	protein_coding
Abcc3	ENSMUSG00000020865	11	-94392997	49702	ensembl_havana	protein_coding
Abcc4	ENSMUSG00000032849	14	-118706219	223527	ensembl	protein_coding
Abcc5	ENSMUSG00000022822	16	-20426394	95091	ensembl_havana	protein_coding
Abcc6	ENSMUSG00000030834	7	-46030302	62747	ensembl_havana	protein_coding
Abcc8	ENSMUSG00000040136	7	-46180033	75510	ensembl_havana	protein_coding
Abcc9	ENSMUSG00000030249	6	-142702315	114453	ensembl_havana	protein_coding
Abcd1	ENSMUSG00000031378	X	73716596	21937	ensembl_havana	protein_coding
Abcd2	ENSMUSG00000055782	15	-91191807	45923	ensembl	protein_coding
Abcd3	ENSMUSG00000028127	3	-121815302	56528	ensembl_havana	protein_coding
Abcd4	ENSMUSG00000021240	12	-84617413	15949	ensembl_havana	protein_coding
Abce1	ENSMUSG00000058355	8	-79711740	28278	ensembl_havana	protein_coding
Abcf1	ENSMUSG00000038762	17	-35969761	12942	ensembl_havana	protein_coding
Abcf2	ENSMUSG00000028953	5	-24577467	12122	ensembl_havana	protein_coding
Abcf3	ENSMUSG00000003234	16	20548576	12802	ensembl_havana	protein_coding
Abcg1	ENSMUSG00000024030	17	31057697	58079	ensembl_havana	protein_coding
Abcg2	ENSMUSG00000029802	6	58584522	111153	ensembl_havana	protein_coding
Abcg3	ENSMUSG00000029299	5	-104982718	47661	ensembl_havana	protein_coding
Abcg4	ENSMUSG00000032131	9	-44288615	15427	ensembl_havana	protein_coding
Abcg5	ENSMUSG00000040505	17	-84683011	24777	ensembl_havana	protein_coding
Abcg8	ENSMUSG00000024254	17	84676301	24031	ensembl_havana	protein_coding
Abhd10	ENSMUSG00000033157	16	-45742955	13230	ensembl_havana	protein_coding
Abhd11	ENSMUSG00000040532	5	135009151	3023	ensembl_havana	protein_coding
Abhd12	ENSMUSG00000032046	2	-150904741	72248	ensembl_havana	protein_coding
Abhd12b	ENSMUSG00000090121	12	70154141	29745	ensembl_havana	protein_coding
Abhd13	ENSMUSG00000040396	8	9977706	14448	ensembl_havana	protein_coding
Abhd14a	ENSMUSG00000042210	9	-106447678	7627	ensembl_havana	protein_coding
Abhd14b	ENSMUSG00000042073	9	106447458	5464	ensembl_havana	protein_coding
Abhd15	ENSMUSG00000000686	11	77515120	23486	ensembl_havana	protein_coding
Abhd16a	ENSMUSG00000007036	17	35089262	13724	ensembl_havana	protein_coding
Abhd16b	ENSMUSG00000055882	2	181493205	1774	ensembl_havana	protein_coding
Abhd17a	ENSMUSG00000003346	10	-80590341	6687	ensembl_havana	protein_coding
Abhd17b	ENSMUSG00000047368	19	21653308	32328	ensembl	protein_coding
Abhd17c	ENSMUSG00000038459	7	-84151893	42537	ensembl_havana	protein_coding
Abhd18	ENSMUSG00000037818	3	40846969	91168	ensembl_havana	protein_coding
Abhd2	ENSMUSG00000039202	7	79273198	92309	ensembl_havana	protein_coding
Abhd3	ENSMUSG00000002475	18	-10706771	62360	ensembl_havana	protein_coding
Abhd4	ENSMUSG00000040997	14	54254187	16449	ensembl_havana	protein_coding
Abhd5	ENSMUSG00000032540	9	122351607	29916	ensembl_havana	protein_coding
Abhd6	ENSMUSG00000025277	14	8002901	53653	ensembl	protein_coding
Abhd8	ENSMUSG00000007950	8	-71463655	6950	ensembl_havana	protein_coding
Abi1	ENSMUSG00000058835	2	-23040241	100168	ensembl_havana	protein_coding
Abi2	ENSMUSG00000026782	1	60409618	71539	ensembl_havana	protein_coding
Abi3	ENSMUSG00000018381	11	-95842476	12402	ensembl_havana	protein_coding
Abi3bp	ENSMUSG00000035258	16	56477845	212282	ensembl	protein_coding
Abl1	ENSMUSG00000026842	2	31688375	115851	ensembl_havana	protein_coding
Abl2	ENSMUSG00000026596	1	156558785	90782	ensembl_havana	protein_coding
Ablim1	ENSMUSG00000025085	19	-57314919	282186	ensembl_havana	protein_coding
Ablim2	ENSMUSG00000029095	5	35757879	127093	ensembl_havana	protein_coding
Ablim3	ENSMUSG00000032735	18	-61911852	112457	ensembl	protein_coding
Abo	ENSMUSG00000015787	2	-26864979	22476	ensembl_havana	protein_coding
Abr	ENSMUSG00000017631	11	-76622314	205580	ensembl_havana	protein_coding
Abra	ENSMUSG00000042895	15	-41869720	4427	ensembl	protein_coding
Abracl	ENSMUSG00000078453	10	-18023288	12028	ensembl_havana	protein_coding
Abt1	ENSMUSG00000036376	13	-23423866	2327	ensembl_havana	protein_coding
Abtb1	ENSMUSG00000030083	6	-88841984	6070	ensembl_havana	protein_coding
Abtb2	ENSMUSG00000032724	2	103566309	152113	ensembl_havana	protein_coding
Acaa1a	ENSMUSG00000036138	9	119339675	10623	ensembl_havana	protein_coding
Acaa1b	ENSMUSG00000010651	9	-119157093	9070	ensembl_havana	protein_coding
Acaa2	ENSMUSG00000036880	18	74779196	27010	ensembl	protein_coding
Acaca	ENSMUSG00000020532	11	84129671	271979	ensembl_havana	protein_coding
Acacb	ENSMUSG00000042010	5	114146534	104226	ensembl_havana	protein_coding
Acad10	ENSMUSG00000029456	5	-121660514	39488	ensembl_havana	protein_coding
Acad11	ENSMUSG00000090150	9	104063376	64348	ensembl_havana	protein_coding
Acad12	ENSMUSG00000042647	5	-121618938	22163	ensembl_havana	protein_coding
Acad8	ENSMUSG00000031969	9	-26999566	25431	ensembl_havana	protein_coding
Acad9	ENSMUSG00000027710	3	36065978	26874	ensembl_havana	protein_coding
Acadl	ENSMUSG00000026003	1	-66863277	32438	ensembl_havana	protein_coding
Acadm	ENSMUSG00000062908	3	-153944632	22275	ensembl_havana	protein_coding
Acads	ENSMUSG00000029545	5	-115119346	9047	ensembl_havana	protein_coding
Acadsb	ENSMUSG00000030861	7	131410600	38343	ensembl_havana	protein_coding
Acadvl	ENSMUSG00000018574	11	-70015411	5228	ensembl_havana	protein_coding
Acan	ENSMUSG00000030607	7	79053482	61616	ensembl_havana	protein_coding
Acap1	ENSMUSG00000001588	11	-69895539	13972	ensembl_havana	protein_coding
Acap2	ENSMUSG00000049076	16	-31201238	108825	ensembl	protein_coding
Acap3	ENSMUSG00000029033	4	155891821	15429	ensembl_havana	protein_coding
Acat1	ENSMUSG00000032047	9	-53610382	29860	ensembl_havana	protein_coding
Acat2	ENSMUSG00000023832	17	-12960747	17857	ensembl_havana	protein_coding
Acat3	ENSMUSG00000062480	17	-12940402	16569	ensembl_havana	protein_coding
Acbd3	ENSMUSG00000026499	1	180726042	28161	ensembl_havana	protein_coding
Acbd4	ENSMUSG00000056938	11	103101681	10518	ensembl_havana	protein_coding
Acbd5	ENSMUSG00000026781	2	23068167	46342	ensembl_havana	protein_coding
Acbd6	ENSMUSG00000033701	1	155558119	133210	ensembl_havana	protein_coding
Acbd7	ENSMUSG00000026644	2	3336167	4825	ensembl_havana	protein_coding
Accs	ENSMUSG00000040272	2	-93849943	16476	ensembl_havana	protein_coding
Accsl	ENSMUSG00000075023	2	-93869157	13796	ensembl_havana	protein_coding
Acd	ENSMUSG00000038000	8	-105701102	5242	ensembl_havana	protein_coding
Ace	ENSMUSG00000020681	11	105967944	22019	ensembl_havana	protein_coding
Ace2	ENSMUSG00000015405	X	164139331	49088	ensembl_havana	protein_coding
Ace3	ENSMUSG00000101605	11	105994674	10768	ensembl_havana	protein_coding
Acer1	ENSMUSG00000045019	17	-56982126	28636	ensembl	protein_coding
Acer2	ENSMUSG00000038007	4	86874395	60426	ensembl_havana	protein_coding
Acer3	ENSMUSG00000030760	7	-98321208	114819	ensembl_havana	protein_coding
Ache	ENSMUSG00000023328	5	137287518	6947	ensembl_havana	protein_coding
Acin1	ENSMUSG00000022185	14	-54686931	44770	ensembl_havana	protein_coding
Ackr1	ENSMUSG00000037872	1	-173333750	1864	ensembl_havana	protein_coding
Ackr2	ENSMUSG00000044534	9	121898354	12719	ensembl_havana	protein_coding
Ackr3	ENSMUSG00000044337	1	90203979	12771	ensembl_havana	protein_coding
Ackr4	ENSMUSG00000079355	9	-104126933	42776	ensembl_havana	protein_coding
Acly	ENSMUSG00000020917	11	-100528000	51647	ensembl_havana	protein_coding
Acmsd	ENSMUSG00000026348	1	127729412	38565	ensembl_havana	protein_coding
Acnat1	ENSMUSG00000070985	4	-49473912	26807	ensembl_havana	protein_coding
Acnat2	ENSMUSG00000060317	4	-49408151	28311	ensembl_havana	protein_coding
Aco1	ENSMUSG00000028405	4	40143080	55257	ensembl_havana	protein_coding
Aco2	ENSMUSG00000022477	15	81872308	42824	ensembl_havana	protein_coding
Acod1	ENSMUSG00000022126	14	103046976	9596	ensembl_havana	protein_coding
Acot1	ENSMUSG00000072949	12	84009489	8881	ensembl_havana	protein_coding
Acot10	ENSMUSG00000047565	15	-20666750	1531	ensembl	protein_coding
Acot11	ENSMUSG00000034853	4	-106804998	60443	ensembl_havana	protein_coding
Acot12	ENSMUSG00000021620	13	91741511	44636	ensembl_havana	protein_coding
Acot13	ENSMUSG00000006717	13	-24831517	13569	ensembl_havana	protein_coding
Acot2	ENSMUSG00000021226	12	83987860	6012	ensembl_havana	protein_coding
Acot3	ENSMUSG00000021228	12	84052143	8258	ensembl_havana	protein_coding
Acot4	ENSMUSG00000052392	12	84038378	10222	ensembl_havana	protein_coding
Acot5	ENSMUSG00000042540	12	84069324	6695	ensembl_havana	protein_coding
Acot6	ENSMUSG00000043487	12	84100653	10695	ensembl_havana	protein_coding
Acot7	ENSMUSG00000028937	4	152178133	93721	ensembl_havana	protein_coding
Acot8	ENSMUSG00000017307	2	-164804882	12114	ensembl_havana	protein_coding
Acot9	ENSMUSG00000025287	X	155262442	35211	ensembl_havana	protein_coding
Acox1	ENSMUSG00000020777	11	-116199045	27157	ensembl_havana	protein_coding
Acox2	ENSMUSG00000021751	14	-8259353	33842	ensembl_havana	protein_coding
Acox3	ENSMUSG00000029098	5	35583039	32312	ensembl_havana	protein_coding
Acoxl	ENSMUSG00000027380	2	127838875	284997	ensembl_havana	protein_coding
Acp1	ENSMUSG00000044573	12	-30911589	18263	ensembl_havana	protein_coding
Acp2	ENSMUSG00000002103	2	91202884	11213	ensembl_havana	protein_coding
Acp5	ENSMUSG00000001348	9	-22135711	8984	ensembl_havana	protein_coding
Acp6	ENSMUSG00000028093	3	97158776	18522	ensembl_havana	protein_coding
Acp7	ENSMUSG00000037469	7	-28631332	23698	ensembl_havana	protein_coding
Acpp	ENSMUSG00000032561	9	-104337748	49497	ensembl_havana	protein_coding
Acpt	ENSMUSG00000012777	7	-44257378	5230	ensembl_havana	protein_coding
Acr	ENSMUSG00000022622	15	89568325	6259	ensembl	protein_coding
Acrbp	ENSMUSG00000072770	6	125049688	13578	ensembl_havana	protein_coding
Acrv1	ENSMUSG00000032110	9	36693219	5623	ensembl_havana	protein_coding
Acsbg1	ENSMUSG00000032281	9	-54661870	56993	ensembl_havana	protein_coding
Acsbg2	ENSMUSG00000024207	17	-56874447	31344	ensembl_havana	protein_coding
Acsf2	ENSMUSG00000076435	11	-94601871	44769	ensembl_havana	protein_coding
Acsf3	ENSMUSG00000015016	8	122775485	42394	ensembl_havana	protein_coding
Acsl1	ENSMUSG00000018796	8	46471036	65014	ensembl_havana	protein_coding
Acsl3	ENSMUSG00000032883	1	78657824	49918	ensembl_havana	protein_coding
Acsl4	ENSMUSG00000031278	X	-142390535	72542	ensembl_havana	protein_coding
Acsl5	ENSMUSG00000024981	19	55253368	43258	ensembl	protein_coding
Acsl6	ENSMUSG00000020333	11	54303797	60958	ensembl_havana	protein_coding
Acsm1	ENSMUSG00000033533	7	119607025	55489	ensembl_havana	protein_coding
Acsm2	ENSMUSG00000030945	7	119554339	46350	ensembl_havana	protein_coding
Acsm3	ENSMUSG00000030935	7	119760922	26590	ensembl_havana	protein_coding
Acsm4	ENSMUSG00000047026	7	119690025	24539	ensembl_havana	protein_coding
Acsm5	ENSMUSG00000030972	7	119519462	26088	ensembl_havana	protein_coding
Acss1	ENSMUSG00000027452	2	-150668500	50395	ensembl_havana	protein_coding
Acss2	ENSMUSG00000027605	2	155517947	67776	ensembl_havana	protein_coding
Acss3	ENSMUSG00000035948	10	-107123668	190151	ensembl_havana	protein_coding
Acta1	ENSMUSG00000031972	8	-123894751	2982	ensembl_havana	protein_coding
Acta2	ENSMUSG00000035783	19	-34255336	14246	ensembl	protein_coding
Actb	ENSMUSG00000029580	5	-142906754	3639	ensembl_havana	protein_coding
Actbl2	ENSMUSG00000055194	13	111255012	2736	ensembl_havana	protein_coding
Actc1	ENSMUSG00000068614	2	-114053548	6266	ensembl_havana	protein_coding
Actg1	ENSMUSG00000062825	11	-120348542	2852	ensembl_havana	protein_coding
Actg2	ENSMUSG00000059430	6	-83536265	23360	ensembl_havana	protein_coding
Actl10	ENSMUSG00000078129	2	154551775	1500	ensembl_havana	protein_coding
